formula,activity,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
Zn-N4,peroxidase,100.0,100.0,100.0,,,0.05,0.001,H2O2+TMB,0.01,1.0,0.1,0.1,7.4,25.0,,,11319
Fe-N4,catalase,100.0,100.0,100.0,,,0.05,0.001,H2O2,0.01,1.0,,0.1,7.4,25.0,,,11320
Fe-N4,superoxide dismutase,100.0,100.0,100.0,,,0.05,0.001,O2,0.01,1.0,,0.1,7.4,25.0,,,11321
Ru,catalase,100.0,100.0,100.0,,,0.05,0.001,H2O2,0.01,1.0,,0.1,7.4,25.0,,,11322
MnCoO,catalase,100.0,100.0,100.0,,,0.05,0.001,H2O2,0.01,1.0,,0.1,7.4,25.0,,,11323
Co3O4,peroxidase,100.0,100.0,100.0,,,0.05,0.001,H2O2+TMB,0.02,600.0,0.1,0.1,7.4,25.0,,,11324
Ag-CoO,peroxidase,400.0,400.0,400.0,,,,,TMB+H2O2,0.005,0.02,24.0,0.05,5,30.0,,0.01568,11325
Ag-CoO,peroxidase,400.0,400.0,400.0,,,,,H2O2+TMB,0.001,0.02,0.1,0.05,5,30.0,,0.01568,11326
WS2,peroxidase,175.0,175.0,8.0,,,15.158,65.23,TMB+H2O2,0.0,150.0,10.0,34.0,4,40.0,-1.48,,11327
WS2,peroxidase,175.0,175.0,8.0,,,0.805,22.0,H2O2+TMB,0.0,10.0,150.0,34.0,4,40.0,-1.48,,11328
CeO2,oxidase,4.0,4.0,4.0,,,0.05,1e-05,TMB,0.001,0.1,,0.025,4,37.0,,401.0,11329
CeO2,oxidase,4.0,4.0,4.0,,,0.05,1e-05,TMB+H2O2,0.001,0.1,0.1,0.025,4,37.0,,401.0,11330
Au,rnase,,,,,,,,,,,,,,,,,11331
Ag/Pt,peroxidase,4.0,4.0,4.0,,,,,TMB+H2O2,0.0,0.0001999999999999,1000.0,,4,25.0,,,11332
CeO2,phosphatase,50.0,50.0,50.0,,,0.0057,5.8e-06,4-MUP,0.0,0.4,,0.05,7.4,37.0,,53.8,11333
Co3O4,peroxidase,,,,Pluronic F127,,2.22,0.0001182,TMB+H2O2,0.0,0.25,2.0,0.01,6.0,25.0,,244.4,11334
Co3O4,peroxidase,,,,Pluronic F127,,0.082,6.549999999999999e-05,H2O2+TMB,0.0,2.0,0.25,0.01,6.0,25.0,,244.4,11335
Ag4[Fe(CN)6],peroxidase,25.0,25.0,25.0,,,0.236,,TMB+H2O2,0.001,0.5,0.5,,4.0,40.0,,,11336
Ag4[Fe(CN)6],peroxidase,25.0,25.0,25.0,,,0.236,,H2O2+TMB,0.001,0.5,0.5,,4.0,40.0,,,11337
CeCoO3,peroxidase,36.5,36.5,36.5,,,,,TMB+H2O2,,,,,,,,,11338
C,peroxidase,258.6,84.3,,,,0.1,0.001,TMB+H2O2,0.1,1000.0,5.0,,6.0,35.0,-32.34,,11339
C,peroxidase,258.6,84.3,,,,0.1,0.001,H2O2+TMB,0.1,1000.0,5.0,,6.0,35.0,-32.34,,11340
MnO2,catalase,5.0,5.0,5.0,,,,,H2O2,10.0,100.0,,,6.5,37.0,,,11341
MnO2,catalase,5.0,5.0,5.0,,,,,H2O2,10.0,100.0,,,7.4,37.0,,,11342
TiO2,peroxidase,,70.0,,,,5.26,760.0,H2O2+TMB,0.001,20.0,0.25,,3.5,40.0,,,11343
TiO2,peroxidase,,70.0,,,,0.127,7.02,TMB+H2O2,0.001,20.0,3.0,,3.5,40.0,,,11344
Au,peroxidase,80.0,80.0,80.0,poly(N-Vinylpyrrolidone),,0.445,1.22e-05,TMB+H2O2,3.0,25.0,300.0,,6.0,30.0,,,11345
Au,peroxidase,80.0,80.0,80.0,poly(N-Vinylpyrrolidone),,12.53,0.0001488,H2O2+TMB,20.0,500.0,20.0,,6.0,30.0,,,11346
Fe3O4,peroxidase,8.8,8.8,8.8,poly(ethylenimine),,7.5,0.000135,OPD+H2O2,0.0,10.0,66.6,,7.4,25.0,16.8,,11347
Fe3O4,peroxidase,8.8,8.8,8.8,poly(ethylenimine),,12.1,0.0005459999999999,OPD+H2O2,0.0,10.0,66.6,,7.4,25.0,,13.22,11348
Fe3O4,peroxidase,8.8,8.8,8.8,poly(ethylenimine),,2.8,4.03e-05,OPD+H2O2,0.0,10.0,66.6,,7.4,25.0,,13.22,11349
Fe3O4,peroxidase,8.8,8.8,8.8,poly(ethylenimine),,1000.0,,H2O2+OPD,0.0,4000.0,10.0,,7.4,25.0,,13.22,11350
Fe3O4,peroxidase,8.8,8.8,8.8,poly(ethylenimine),,1000.0,,H2O2+OPD,0.0,4000.0,10.0,,7.4,25.0,,6.303,11351
Fe3O4,peroxidase,40.3,40.3,40.3,,,0.22,0.0002399999999999,H2O2+TMB,,,530.0,,7.4,25.0,,,11352
Fe3O4,peroxidase,40.3,40.3,40.3,,,0.12,0.00061,ABTS+H2O2,,,530.0,,7.4,25.0,,,11353
CuCl2,peroxidase,,,,,,,,CCl4 + octene-1,,,,,,130.0,,300.0,11354
MnCl2,peroxidase,,,,,,,,CCl4 + octene-1,,,,,,130.0,,300.0,11355
CoCl2,peroxidase,,,,,,,,CCl4 + octene-1,,,,,,130.0,,300.0,11356
NiCl2,peroxidase,,,,,,,,CCl4 + octene-1,,,,,,130.0,,300.0,11357
VOCl2,peroxidase,,,,,,,,CCl4 + octene-1,,,,,,130.0,,300.0,11358
C8H8N4O2Zn,hydrolase,800.0,800.0,800.0,,,1.95,4e-06,MP,1.0,7.6,,,9.0,37.0,,,11359
Pt,peroxidase,2.0,2.0,2.0,BSA,,0.119,,TMB+H2O2,,,125.0,,4.0,25.0,,,11360
Pt,peroxidase,2.0,2.0,2.0,BSA,,41.8,,H2O2+TMB,,,0.125,,4.0,25.0,,,11361
Au,oxidase,5.0,5.0,5.0,,,55.0,0.018,glucose,10.0,180.0,,0.025,7.4,37.0,,,11362
Cu3(PO4)2,peroxidase,25000.0,25000.0,25000.0,,,1.5,0.000892,H2O2+TMB,0.3,6.0,50.0,1.0,7.4,45.0,,83.28,11363
Cu3(PO4)2,peroxidase,8500.0,8500.0,8500.0,,,1.5,0.000587,H2O2+TMB,0.3,6.0,50.0,1.0,7.4,45.0,,54.98,11364
Cu3(PO4)2,peroxidase,93000.0,93000.0,93000.0,,,1.5,0.000892,H2O2+TMB,0.3,6.0,50.0,1.0,7.4,45.0,,51.88,11365
Cu3(PO4)2,peroxidase,100000.0,100000.0,100000.0,,,1.5,0.000892,H2O2+TMB,0.3,6.0,50.0,1.0,7.4,45.0,,39.24,11366
Cu3(PO4)2,peroxidase,114000.0,114000.0,114000.0,,,1.5,0.000892,H2O2+TMB,0.3,6.0,50.0,1.0,7.4,45.0,,25.92,11367
PdCu,peroxidase,,,,,,2.28,0.0007049999999999,H2O2+TMB,0.01,1.0,100.0,0.01,4,37.0,,,11368
PdCu,peroxidase,,,,,,0.6,0.0004089999999999,TMB+H2O2,0.01,1.0,100.0,0.01,4,37.0,,,11369
C62(COOH)4,peroxidase,,,,poly(N-Vinylpyrrolidone),,,,H2O2 + cyt. c,,,0.1,,7.8,25.0,,,11370
Au@PtRu,peroxidase,65.0,28.0,,Pluronic F127,hexadecyl trimethylammonium bromide,0.23,0.0015,TMB+H2O2,0.25,4.0,100.0,0.005,3.6,80.0,,,11371
Au@PtRu,peroxidase,65.0,28.0,,Pluronic F127,hexadecyl trimethylammonium bromide,0.7,0.0013,H2O2+TMB,0.25,4.0,100.0,0.005,3.6,80.0,,,11372
Au@Pt,peroxidase,58.0,26.0,,Pluronic F127,hexadecyl trimethylammonium bromide,1.2,0.0014,TMB+H2O2,,,,,,,,,11373
Au@Pt,peroxidase,58.0,26.0,,Pluronic F127,hexadecyl trimethylammonium bromide,0.45,0.00055,H2O2+TMB,,,,,,,,,11374
Fe2O3,peroxidase,21.3,21.3,21.3,APTES,,0.118,5.38e-08,TMB+H2O2,,,852.0,,3.6,25.0,,,11375
Fe2O3,peroxidase,21.3,21.3,21.3,APTES,,305.0,1.01e-07,H2O2+TMB,,,,,3.6,25.0,,,11376
Fe2O3,peroxidase,21.3,21.3,21.3,APTES,,0.153,2.5e-08,ABTS+H2O2,,,852.0,,3.6,25.0,,,11377
Fe2O3,peroxidase,21.3,21.3,21.3,APTES,,13.8,2.4300000000000006e-08,H2O2+ABTS,,,,,3.6,25.0,,,11378
K2[B3O3F4OH],peroxidase,,,,,,0.47,0.0056666666666666,H2O2+Guaiacol,,,1.33,,6,22.0,,,11379
K2[B3O3F4OH],peroxidase,,,,,,1.35,0.0056666666666666,H2O2+Guaiacol,,,1.33,,6,22.0,,,11380
K2[B3O3F4OH],peroxidase,,,,,,1.76,0.0056666666666666,H2O2+Guaiacol,,,1.33,,6,22.0,,,11381
K2[B3O3F4OH],peroxidase,,,,,,2.92,0.0056666666666666,H2O2+Guaiacol,,,1.33,,6,22.0,,,11382
K2[B3O3F4OH],peroxidase,,,,,,7.85,0.0056666666666666,H2O2+Guaiacol,,,1.33,,6,22.0,,,11383
Au,oxidase,10.0,10.0,10.0,,,0.38,3.2166666666666665e-05,DCIP+glucose,0.1,3.0,0.8,,9.0,25.0,,,11384
Au,oxidase,10.0,10.0,10.0,,,0.35,2.8166666666666662e-05,DCIP+glucose,0.1,3.0,0.8,,9.0,25.0,,,11385
Au,oxidase,10.0,10.0,10.0,,,0.36,3.316666666666667e-05,DCIP+glucose,0.1,3.0,0.8,,9.0,25.0,,,11386
Fe3O4,peroxidase,4500.0,800.0,,poly(ethylene glycol),,0.05,,TMB+H2O2,0.01,0.2,4.0,0.008,4.0,25.0,-21.3,62.0,11387
Fe3O4,peroxidase,4500.0,800.0,,poly(ethylene glycol),,0.09,,H2O2+TMB,0.05,0.4,0.1,0.008,4.0,25.0,-21.3,62.0,11388
Fe3O4,peroxidase,4500.0,800.0,,poly(ethylene glycol),,0.52,,pyrogallol+H2O2,0.01,17.0,40.0,0.02,7.4,25.0,-21.3,62.0,11389
Fe3O4,peroxidase,4500.0,800.0,,poly(ethylene glycol),,17.0,,H2O2+pyrogallol,0.05,0.4,10.0,0.02,7.4,25.0,-21.3,62.0,11390
CuO,peroxidase,6.64,6.64,6.64,,,,,TMB+H2O2,0.00075,0.125,20.0,0.1,7,45.0,,,11391
CuO,peroxidase,6.64,6.64,6.64,,,,,H2O2+TMB,0.012,0.125,20.0,0.1,7,45.0,,,11392
Se,reductase,,,,,,,,ONOOH+H2O2,,,,,,,,,11393
Se,reductase,,,,,,,,ONOOH+H2O2,,,,,,,,,11394
Se,reductase,,,,,,,,ONOO-+H2O2,,,,,,,,,11395
Se,reductase,,,,,,,,ONOOH+H2O2,,,,,,,,,11396
Se,reductase,,,,,,,,ONOOH+H2O2,,,,,,,,,11397
Se,reductase,,,,,,,,ONOOH+H2O2,,,,,,,,,11398
Se,reductase,,,,,,,,ONOOH+H2O2,,,,,,,,,11399
Se,reductase,,,,,,,,ONOOH+H2O2,,,,,,,,,11400
CePO4,peroxidase,200.0,10.0,,,,0.416,2.61e-05,TMB+H2O2,0.08,1.2,100.0,,4,25.0,,48.29,11401
CePO4,peroxidase,200.0,10.0,,,,0.394,5.690000000000001e-05,TMB+H2O2,0.08,1.2,100.0,,4,25.0,,48.29,11402
CePO4,peroxidase,200.0,10.0,,,,0.307,9.34e-05,TMB+H2O2,0.08,1.2,100.0,,4,25.0,,43.31,11403
CePO4,peroxidase,200.0,10.0,,,,2.531,0.0002357999999999,H2O2+TMB,10.0,100.0,0.8,,4,25.0,,48.29,11404
CePO4,peroxidase,200.0,10.0,,,,4.298,0.0002571,H2O2+TMB,10.0,100.0,0.8,,4,25.0,,48.29,11405
CePO4,peroxidase,200.0,10.0,,,,5.015,0.0003123999999999,H2O2+TMB,10.0,100.0,0.8,,4,25.0,,43.31,11406
MoS2/Fe3O4,peroxidase,,,,,,0.35,0.00035,TMB+H2O2,0.0,1.3,200.0,0.06,3.4,25.0,,,11407
MoS2/Fe3O4,peroxidase,,,,,,2.5,3.3e-05,H2O2+TMB,0.0,200.0,1.3,0.06,3.4,25.0,,,11408
Ag,peroxidase,10.0,10.0,10.0,BSA,,,,TMB+H2O2,,,25.0,,~7,55.0,,,11409
Ag,oxidase,10.0,10.0,10.0,,,,,TMB,,,,,~7,55.0,,,11410
Ag,oxidase,10.0,10.0,10.0,chitosan,,,,TMB,,,,,~7,55.0,,,11411
Au,peroxidase,10.0,10.0,10.0,,,,,TMB+H2O2,,,25.0,,~7,55.0,,,11412
Au,peroxidase,10.0,10.0,10.0,chitosan,,,,TMB+H2O2,,,25.0,,~7,55.0,,,11413
Au,peroxidase,10.0,10.0,10.0,,,,,TMB+H2O2,,,25.0,,~7,55.0,,,11414
MoS2,peroxidase,250.0,250.0,250.0,poly(ethylene glycol),,1.0,1.0,TMB+H2O2,0.1,1.0,25.0,0.037,4,25.0,,,11415
MoS2,peroxidase,250.0,250.0,250.0,poly(ethylene glycol),,1.0,1.0,H2O2+TMB,10.0,25.0,1.0,0.037,4,25.0,,,11416
CeO2,oxidase,,,,Poly(acrylic acid),,1.262,0.000182,"3,5-DTBC",0.5,0.5,,0.05,8.0,25.0,,,11417
CuS,peroxidase,6.0,6.0,6.0,BSA,,0.05,0.001,TMB+H2O2,0.05,0.5,500.0,0.02,4.5,25.0,,,11418
CuS,peroxidase,6.0,6.0,6.0,BSA,,0.05,0.001,H2O2+TMB,0.05,0.5,1.25,0.02,4.5,25.0,,,11419
MoS2,peroxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.232,4.56e-05,TMB + H2O2,0.001,160.0,100.0,10.0,4,25.0,,,11420
MoS2,peroxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,3.66,4.76e-05,H2O2 + TMB,1.0,1000.0,1.0,100.0,4,25.0,,,11421
Ag3PO4,oxidase,27.5,27.5,27.5,,,0.15,,TMB,0.05,0.5,,0.8,4.8,25.0,,,11422
Fe3O4,peroxidase,124.0,124.0,124.0,,,0.02,0.0001,TMB+H2O2,0.01,0.1,,0.02,4.5,25.0,,,11423
Fe3O4,peroxidase,124.0,124.0,124.0,,,0.02,0.0001,TMB+H2O2,0.01,0.1,,0.02,5.5,25.0,,,11424
Fe3O4,peroxidase,124.0,124.0,124.0,,,0.02,0.0001,TMB+H2O2,0.01,0.1,,0.02,6.5,25.0,,,11425
Fe3S4,peroxidase,255.0,145.0,35.0,,,0.02,0.0005,TMB+H2O2,0.01,0.1,,0.02,4.5,25.0,,,11426
Fe3S4,peroxidase,255.0,145.0,35.0,,,0.02,0.0005,TMB+H2O2,0.01,0.1,,0.02,5.5,25.0,,,11427
Fe3S4,peroxidase,255.0,145.0,35.0,,,0.02,0.0005,TMB+H2O2,0.01,0.1,,0.02,6.5,25.0,,,11428
MnP,peroxidase,,,,,,0.059,,MnSO4+H2O2,0.02,15.0,,,4.5,30.0,,,11429
MnP,peroxidase,,,,,,0.032,,H2O2+MnSO4,0.01,12.0,,,4.5,30.0,,,11430
MnP,peroxidase,,,,,,0.0119,,MnSO4+H2O2,0.005,0.14,,,4.5,30.0,,,11431
MnP,peroxidase,,,,,,0.059,,MnSO4+H2O2,0.005,0.14,,,4.5,30.0,,,11432
MnP,peroxidase,,,,,,0.047,,MnSO4+H2O2,0.005,0.14,,,4.5,30.0,,,11433
Fe3O4,peroxidase,20.0,20.0,20.0,,,2.96,2.05e-05,H2O2+TMB,0.0005,0.1,0.1,,3.6,35.0,-17.6,,11434
Fe3O4,peroxidase,20.0,20.0,20.0,,,0.067,1.93e-05,TMB+H2O2,0.0005,0.1,40.0,,3.6,35.0,-17.6,,11435
Fe3O4,peroxidase,20.0,20.0,20.0,,,10.17,6e-06,H2O2+TMB,0.0005,0.1,0.1,,3.6,35.0,17.3,,11436
Fe3O4,peroxidase,20.0,20.0,20.0,,,0.093,9.200000000000002e-06,TMB+H2O2,0.0005,0.1,40.0,,3.6,35.0,17.3,,11437
C60[C(COOH)2]2,peroxidase,50.0,50.0,50.0,,,0.001,0.001,TMB+H2O2,0.001,0.05,1.0,,3.5,45.0,,,11438
C60[C(COOH)2]2,peroxidase,50.0,50.0,50.0,,,1.0,0.001,H2O2+TMB,0.001,0.05,1.0,,3.5,45.0,,,11439
Fe4[Fe(CN)6]3,peroxidase,160.0,160.0,160.0,poly(N-Vinylpyrrolidone),,0.06,0.001,TMB+H2O2,0.001,0.1,1.0,0.3,4.0,37.0,,,11440
Fe4[Fe(CN)6]3,peroxidase,160.0,160.0,160.0,poly(N-Vinylpyrrolidone),,0.05,0.0015,H2O2+TMB,0.001,0.1,1.0,0.3,4.0,37.0,,,11441
Au@Pt,peroxidase,20.0,20.0,20.0,poly(N-Vinylpyrrolidone),Ascorbic acid,0.01,0.01,TMB+H2O2,,,1.0,,8.5,37.0,,,11442
Au@Pt,peroxidase,20.0,20.0,20.0,poly(N-Vinylpyrrolidone),Ascorbic acid,0.01,0.01,H2O2+TMB,,,1.0,,8.5,37.0,,,11443
Cu3(PO4)2,peroxidase,12500.0,12500.0,12500.0,,,,,ABTS+H2O2,,,25.0,,4.0,25.0,,32.0,11444
Cu3(PO4)2,peroxidase,12500.0,12500.0,12500.0,,,,,Rhodamine B+H2O2,,,100.0,,4.0,37.0,,32.0,11445
Au,oxidase,27.5,27.5,27.5,,,0.089,,TMB+H2O2,0.05,60.0,12.0,0.0579,7.5,37.0,-32.2,,11446
Au,peroxidase,27.5,27.5,27.5,,,0.118,,H2O2+TMB,0.008,30.0,12.0,0.0579,4.2,37.0,-32.2,,11447
LiPH2,oxidase,,,,,,130.0,,H2O2+TMB,,,0.1,,5.5,,,,11448
LiPH2,oxidase,,,,,,0.007,,TMB+H2O2,,,0.1,,5.5,,,,11449
CuO/Cu2O,peroxidase,9.15,4.2,,,,11.0,0.00038,AR+H2O2,0.005,0.1,0.5,,7.0,25.0,-42.0,,11450
CuO/Cu2O,peroxidase,9.15,4.2,,,,2.2,0.015,H2O2+AR,0.005,1.0,0.01,,7.0,25.0,,,11451
CuO/Cu2O,peroxidase,9.15,4.2,,,,12.0,0.00015,AR+H2O2,0.005,0.1,0.5,,7.0,25.0,,,11452
CuO/Cu2O,peroxidase,9.15,4.2,,,,3.2,0.012,H2O2+AR,0.005,1.0,0.01,,7.0,25.0,,,11453
Pt,peroxidase,,,,BSA,,0.05,0.0005,TOPS + 4-AAP,0.025,0.5,0.8,,7.5,30.0,,,11454
Pt,peroxidase,,,,BSA,,0.05,0.0005,TOPS + 4-AAP,0.025,4.2,0.8,,7.5,30.0,,,11455
Pt,peroxidase,,,,BSA,,0.05,0.0005,TOPS + 4-AAP,,,0.8,,7.5,30.0,,,11456
Pt,peroxidase,,,,BSA,,0.05,0.0005,TOPS + 4-AAP,0.006,0.4,0.8,,7.5,30.0,,,11457
Pt,peroxidase,,,,BSA,,0.05,0.0005,TOPS + 4-AAP,0.01,0.2,0.8,,7.5,30.0,,,11458
C6H4(OH)2,peroxidase,1.7,1.7,1.7,,,0.1,,TMB+H2O2,,,0.28,,8.5,35.0,,,11459
C6H4(OH)2,peroxidase,1.7,1.7,1.7,,,0.2,,TMB+H2O2,,,0.28,,8.5,35.0,,,11460
C6H4(OH)2,peroxidase,1.7,1.7,1.7,,,0.8,,TMB+H2O2,,,0.28,,8.5,35.0,,,11461
Co3O4,oxidase,850.0,850.0,850.0,,,0.375,4.83e-06,TMB,0.025,0.25,,0.02,4.0,37.0,,,11462
Co3O4,oxidase,850.0,850.0,850.0,,,0.428,6.21e-06,TMB,0.025,0.25,,0.02,4.0,37.0,,,11463
Co3O4,oxidase,850.0,850.0,850.0,,,0.205,6.9e-06,TMB,0.025,0.25,,0.02,4.0,37.0,,,11464
Co3O4,oxidase,850.0,850.0,850.0,,,0.0741,2.56e-05,TMB,0.025,0.25,,0.02,4.0,37.0,,,11465
Co3O4,oxidase,850.0,850.0,850.0,,,0.891,5.37e-06,TMB,0.025,0.25,,0.02,4.0,37.0,,,11466
Co3O4,oxidase,850.0,850.0,850.0,,,0.0741,2.56e-05,H2O2+TMB,,,,0.02,4-9,25.0,,,11467
Mn-Co-TiO2,peroxidase,,,,,,0.05,0.001,TMB+H2O2,0.0,0.5,100.0,0.01,3,30.0,,,11468
Mn-Co-TiO2,peroxidase,,,,,,100.0,0.001,H2O2+TMB,0.0,120.0,0.3,0.01,3,30.0,,,11469
Pt,peroxidase,3.4,3.4,3.4,,CTAB,0.297,0.0003758,TMB+H2O2,0.005,0.5,1.0,0.05,6.0,25.0,27.5,,11470
Pt,peroxidase,3.4,3.4,3.4,,CTAB,4.56,0.0005,H2O2+TMB,0.005,0.5,0.3,0.05,6.0,25.0,27.5,,11471
CePO4-CeO2,peroxidase,350.0,20.0,,,,0.236,,TMB+H2O2,0.0,1.0,100.0,0.1,4.0,25.0,,57.0,11472
CePO4-CeO2,peroxidase,350.0,20.0,,,,4.766,,H2O2+TMB,0.0,1.0,0.8,0.1,4.0,25.0,,57.0,11473
CdCl2,peroxidase,,,,,,,,H2O2+guaiacol,,,7.2,,5.8,27.0,,,11474
Fe3O4,peroxidase,10.0,10.0,10.0,poly(ethylene glycol),,1.5,0.0001,TMB+H2O2,0.001,0.1,0.05,0.075,4.5,25.0,-30.0,,11475
Fe3O4,peroxidase,10.0,10.0,10.0,poly(ethylene glycol),,1.5,0.0001,H2O2+TMB,0.001,0.1,,0.075,3.6,25.0,-30.0,,11476
Au@Pt,peroxidase,70.0,70.0,70.0,,Ascorbic acid,,,TMB+H2O2,,,0.00763,,4,40.0,,,11477
Au@Pt,peroxidase,70.0,70.0,70.0,,Ascorbic acid,,,H2O2+TMB,,,0.921,,4,40.0,,,11478
Fe/N-C,peroxidase,,,,,,0.001,0.001,H2O2+TMB,1e-06,0.0003,1.0,,7.4,25.0,,,11479
PtCuCo,peroxidase,,,,,,1.5,1000.0,H2O2+TMB,0.1,30.0,1.0,,9.5,37.0,,,11480
PtCuCo,peroxidase,,,,,,1.5,1000.0,TMB+H2O2,0.1,30.0,5.0,,9.5,37.0,,,11481
CeO2,peroxidase,4.5,4.5,4.5,,,,,ABTS + H2O2,,,,,,25.0,,,11482
ZnCl2,peroxidase,,,,,,,,catechin + H2O2,,,,,6.8,25.0,,,11483
ZnCl2,peroxidase,,,,,,,,guaiacol + H2O2,,,,,6.8,25.0,,,11484
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.836,4.72e-05,TMB+H2O2,0.31,9.31,835.0,,4,40.0,,,11485
Fe3O4,peroxidase,10.0,10.0,10.0,,,23.466,0.0008619999999999,H2O2+TMB,0.0084,0.0129,3.1,,4,40.0,,,11486
Fe3O4,peroxidase,75.0,75.0,75.0,,,0.16,0.0053333333333333,5-HIAA + H2O2,,,1.0,,7,25.0,,,11487
Au,peroxidase,5.9,5.9,5.9,,,0.022,,TMB+H2O2,0.025,0.25,0.5,,4,30.0,,,11488
Au,peroxidase,5.9,5.9,5.9,,,0.215,,H2O2+TMB,0.75,3.0,0.25,,4,30.0,,,11489
V2O5,peroxidase,100.0,100.0,,,,0.11,0.0071666666666666,H2O2+TMB,0.0,480.0,2.0,0.02,7.4,25.0,,,11490
V2O5,peroxidase,100.0,100.0,,,,2.22,0.0138333333333333,GSH+H2O2,0.0,6.0,240.0,0.02,7.4,25.0,,,11491
Fe3C,peroxidase,345.0,345.0,,,,1.78,0.0020325,TMB+H2O2,0.0,0.1,10.0,,4.0,27.5,,,11492
Fe3C,peroxidase,345.0,345.0,,,,5.65,0.0002128,H2O2+TMB,0.0,10.0,0.1,,4.0,27.5,,,11493
Fe3O4,peroxidase,13.0,13.0,13.0,,,,,AUR+H2O2,0.0,0.002,10.0,1.0,7.0,37.0,,,11494
Fe3O4,peroxidase,13.0,13.0,13.0,,,,,H2O2+AUR,1.0,1.0,0.005,1.0,7.0,37.0,,,11495
Fe3O4,peroxidase,7.2,,,,sodium cholate,0.091,5.18,TMB+H2O2,0.0,1.0,10.0,0.05,4.0,40.0,,,11496
Fe3O4,peroxidase,7.2,,,,sodium cholate,0.01957,1.26,H2O2+TMB,0.0,10.0,0.8160000000000001,0.05,4.0,40.0,,,11497
Rh,peroxidase,10.0,,,poly(N-Vinylpyrrolidone),Ethylene glycol,3.2370000000000003e-05,0.00010435,H2O2+TMB,2.5,25.0,5.0,0.5,4.5,25.0,-19.8,,11498
Rh,catalase,10.0,,,poly(N-Vinylpyrrolidone),Ethylene glycol,,,H2O2,10.0,10.0,,0.05,,25.0,-19.8,,11499
Rh,peroxidase,10.0,,,poly(N-Vinylpyrrolidone),Ethylene glycol,0.00015422,7.629e-05,H2O2+TMB,2.5,25.0,5.0,0.5,4.5,25.0,-19.8,,11500
Rh,peroxidase,10.0,,,poly(N-Vinylpyrrolidone),Ethylene glycol,4.322e-05,0.00012915,H2O2+TMB,2.5,25.0,5.0,0.5,4.5,25.0,-19.8,,11501
Au,peroxidase,145.0,145.0,145.0,,CTAC,0.1,0.001,TMB+H2O2,0.001,0.01,568.0,,4.5,25.0,,,11502
Au,peroxidase,145.0,145.0,145.0,,CTAC,0.1,0.001,H2O2+TMB,0.001,0.01,0.75,,4.5,25.0,,,11503
C6H6O,peroxidase,,,,,,,,H2O2+TMB,0.1,1.0,3.0,,6.5,23.0,,,11504
C6H6O,peroxidase,,,,,,,,TMB+H2O2,0.1,1.0,3.0,,6.5,23.0,,,11505
Co3O4/MoO3,peroxidase,830.0,830.0,830.0,,,0.0352,,TMB+H2O2,0.02,0.3,0.2,0.012,3.5,40.0,,55.2,11506
Co3O4/MoO3,peroxidase,830.0,830.0,830.0,,,0.134,,H2O2+TMB,0.05,1.0,0.1,0.012,3.5,40.0,,55.2,11507
MoS2/C,peroxidase,93.0,93.0,93.0,,Ascorbic acid,0.224,0.0002279999999999,TMB+H2O2,0.05,2.5,10.0,0.1,4,60.0,-8.7,,11508
MoS2/C,peroxidase,93.0,93.0,93.0,,Ascorbic acid,8.11,0.0001889999999999,H2O2+TMB,1.0,35.0,0.5,0.1,4,60.0,-8.7,,11509
Fe2O3,peroxidase,85.0,65.0,107.5,,,0.768,5e-06,TMB+H2O2,,,,,4,37.0,,43.0,11510
Fe2O3,peroxidase,100.0,100.0,100.0,,,0.957,6.3e-06,TMB+H2O2,,,,,4,37.0,,47.0,11511
Fe2O3,peroxidase,380.0,31.0,,,,0.257,1.6499999999999998e-05,TMB+H2O2,,,,,4,37.0,,55.0,11512
Fe2O3,peroxidase,330.0,30.0,,,,0.317,1.53e-05,TMB+H2O2,,,,,4,37.0,,82.0,11513
Fe2O3,peroxidase,278.0,30.0,,,,0.518,1.0599999999999998e-05,TMB+H2O2,,,,,4,37.0,,111.0,11514
Fe-N4,peroxidase,120.0,120.0,120.0,poly(N-Vinylpyrrolidone),,0.18,0.0002998,TMB+H2O2,0.0,0.83,150.0,0.005,4.5,37.0,,,11515
Fe-N4,peroxidase,120.0,120.0,120.0,poly(N-Vinylpyrrolidone),,175.5,0.0005679,H2O2+TMB,0.0,0.83,150.0,0.005,4.5,37.0,,,11516
Fe-N4,oxidase,120.0,120.0,120.0,poly(N-Vinylpyrrolidone),,0.55,4.527e-05,TMB,0.0,0.83,,0.025,4.5,37.0,,,11517
Fe-N4,catalase,120.0,120.0,120.0,poly(N-Vinylpyrrolidone),,0.09,,H2O2,0.0,1.2,,0.01,7.0,25.0,,,11518
Fe-N4,uricase,120.0,120.0,120.0,poly(N-Vinylpyrrolidone),,0.01664,,UA,0.0059,0.089,,0.025,8.8,25.0,,,11519
Mn3O4,catalase,10.0,10.0,10.0,,,,,,,,,,,120.0,,,11520
Au,peroxidase,8.6,8.6,8.6,,,0.01,0.001,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,11521
