formula,activity,shape,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
,glutathione peroxidase,,,,,,,,,,,,,,,,,,15919
Ti3C2-MXene/BP,oxidase,nanohybrid,,,,,,0.00011,,NAA,2e-05,0.01,,,4.0,,,212.07,15920
,peroxidase,,,,,,,,,TMB+H2O2,,,,,6,25.0,,,15921
,peroxidase,,,,,,,,,catechol,,,,,6.5,38.0,,,15922
,peroxidase,,,,,,,0.02,4.4e-05,TMB+H2O2,1e-05,0.02,0.02,,7.4,37.0,,,15923
,peroxidase,,,,,,,0.02,4.4e-05,H2O2+TMB,0.02,0.1,2.0,,7.4,37.0,,,15924
,peroxidase,,,,,,,,,TMB+H2O2,,,,,,,,,15925
,peroxidase,,,,,,,,,H2O2+TMB,,,,,,,,,15926
,catalase,,,,,,,,,H2O2,,,,,,,,,15927
,hydrolase,,,,,,,,,starch,,,,,,,,,15928
Co3O4/MoO3,peroxidase,octahedral,830.0,830.0,830.0,,,0.0352,,TMB+H2O2,0.02,0.3,0.2,0.012,3.5,40.0,,55.2,15929
Co3O4/MoO3,peroxidase,octahedral,830.0,830.0,830.0,,,0.134,,H2O2+TMB,0.05,1.0,0.1,0.012,3.5,40.0,,55.2,15930
MoS2/C-Au600,peroxidase,spherical,93.0,93.0,93.0,Polyoxometalates,Ascorbic acid,0.104,0.000454,TMB+H2O2,0.05,2.5,10.0,0.1,4,60.0,-10.6,,15931
MoS2/C-Au600,peroxidase,spherical,93.0,93.0,93.0,Polyoxometalates,Ascorbic acid,2.43,0.0003729999999999,H2O2+TMB,1.0,35.0,0.5,0.1,4,60.0,-10.6,,15932
MoS2/C,peroxidase,spherical,93.0,93.0,93.0,Polyoxometalates,Ascorbic acid,0.224,0.0002279999999999,TMB+H2O2,0.05,2.5,10.0,0.1,4,60.0,-8.7,,15933
MoS2/C,peroxidase,spherical,93.0,93.0,93.0,Polyoxometalates,Ascorbic acid,8.11,0.0001889999999999,H2O2+TMB,1.0,35.0,0.5,0.1,4,60.0,-8.7,,15934
,peroxidase,,,,,,,,,,,,,,,,,,15935
,,,,,,,,,,,,,,,,,,,15936
α-Fe2O3,peroxidase,prism,85.0,65.0,107.5,,,0.768,5e-06,TMB+H2O2,,,,,4,37.0,,43.0,15937
α-Fe2O3,peroxidase,cubic,100.0,100.0,100.0,,,0.957,6.3e-06,TMB+H2O2,,,,,4,37.0,,47.0,15938
α-Fe2O3,peroxidase,rods,380.0,31.0,,,,0.257,1.6499999999999998e-05,TMB+H2O2,,,,,4,37.0,,55.0,15939
α-Fe2O3,peroxidase,rods,330.0,30.0,,,,0.317,1.53e-05,TMB+H2O2,,,,,4,37.0,,82.0,15940
α-Fe2O3,peroxidase,rods,278.0,30.0,,,,0.518,1.0599999999999998e-05,TMB+H2O2,,,,,4,37.0,,111.0,15941
Fe-N4,peroxidase,spherical,120.0,120.0,120.0,poly(dopamine),,0.18,0.0002998,TMB+H2O2,0.0001,0.83,150.0,0.005,4.5,37.0,,,15942
Fe-N4,peroxidase,spherical,120.0,120.0,120.0,poly(dopamine),,175.5,0.0005679,H2O2+TMB,0.0001,0.83,150.0,0.005,4.5,37.0,,,15943
Fe-N4,oxidase,spherical,120.0,120.0,120.0,poly(dopamine),,0.55,4.527e-05,TMB,0.0001,0.83,,0.025,4.5,37.0,,,15944
Fe-N4,catalase,spherical,120.0,120.0,120.0,poly(dopamine),,0.09,,H2O2,0.0001,1.2,,0.01,7.0,25.0,,,15945
Fe-N4,oxidase,spherical,120.0,120.0,120.0,poly(dopamine),,0.01664,,UA,0.0059,0.089,,0.025,8.8,25.0,,,15946
BiOI,peroxidase,flower,300.0,300.0,300.0,,,0.0998,7.35e-05,TMB+H2O2,0.00025,0.5,10.0,0.1,6.0,25.0,-23.6,65.41,15947
BiOI,peroxidase,flower,300.0,300.0,300.0,,,1.024,2.86e-05,H2O2+TMB,0.00025,0.5,0.8,0.1,6.0,25.0,-23.6,65.41,15948
,peroxidase,,,,,,,,,TMB+H2O2,,,,,5.5,,,,15949
,peroxidase,,,,,,,,,H2O2+TMB,,,,,5.5,,,,15950
Mn3O4,catalase,polyhedral,10.0,10.0,10.0,,,,,,,,,,7.4,,,,15951
,peroxidase,,,,,,,,,H2O2+TMB,,,,,7.5,4.0,,,15952
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.5,4.0,,,15953
DAB,peroxidase,,,,,,,,,DAB+H2O2,,,,,,,,,15954
Enz-SeO2H,peroxidase,,,,,,,0.2,,TMB+H2O2,,,0.2,,5.5,25.0,,,15955
Enz-SeO2H,peroxidase,,,,,,,0.2,,H2O2+TMB,,,0.2,,5.5,25.0,,,15956
HTHPR25H/Y45F,peroxidase,,,,,,,0.038,,ABTS+H2O2,0.05,1.0,5.0,,7.0,25.0,,,15957
HTHPR25H/Y45F,peroxidase,,,,,,,0.34,,guaiacol+H2O2,0.05,1.5,5.0,,7.0,25.0,,,15958
,peroxidase,,,,,,,0.059,,L-tyrosine+H2O2,0.002,0.5,200.0,,7.4,37.0,,,15959
,peroxidase,,,,,,,0.791,,L-tyrosine+H2O2,0.5,10.0,200.0,,7.4,37.0,,,15960
,peroxidase,,,,,,,1.07,,L-tyrosine+H2O2,0.2,3.0,200.0,,7.4,37.0,,,15961
,peroxidase,,,,,,,1.96,,L-tyrosine+H2O2,0.5,3.0,200.0,,7.4,37.0,,,15962
,peroxidase,,,,,,,2.4,,L-tyrosine+H2O2,0.5,5.0,200.0,,7.4,37.0,,,15963
,peroxidase,,,,,,,3.94,,L-tyrosine+H2O2,0.5,50.0,200.0,,7.4,37.0,,,15964
,peroxidase,,,,,,,20.8,,L-tyrosine+H2O2,0.5,50.0,200.0,,7.4,37.0,,,15965
,peroxidase,,,,,,,209.0,,L-tyrosine+H2O2,20.0,1000.0,200.0,,7.4,37.0,,,15966
,peroxidase,,,,,,,13800.0,,L-tyrosine+H2O2,2000.0,30000.0,200.0,,7.4,37.0,,,15967
,glutathione peroxidase,,,,,,,,,H2O2 + GSH,,,,,,25.0,,,15968
,glutathione reductase,,,,,,,,,GSSG + NADPH,,,,,,25.0,,,15969
BNNS@CuS,peroxidase,sheet,200.0,200.0,200.0,,Sodium dodecyl sulfate,0.175,,TMB+H2O2,0.1,10.0,100.0,0.03,3.0,35.0,,,15970
BNNS@CuS,peroxidase,sheet,200.0,200.0,200.0,,Sodium dodecyl sulfate,100.0,,H2O2+TMB,1.0,800.0,0.6,0.03,3.0,35.0,,,15971
Pt,peroxidase,spherical,240.0,240.0,240.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,0.3742,,TMB+H2O2,,,2000.0,0.0075,4.0,25.0,,,15972
GSH,glutathione peroxidase,,,,,,,,,GSH+H2O2,,,0.38,,8.5,37.0,,,15973
CuNCs,peroxidase,,,,,chitosan,,0.39,0.000111,TMB+H2O2,0.02,0.1,1.0,,5,40.0,,,15974
CuNCs,peroxidase,,,,,chitosan,,27.3,0.0002529999999999,H2O2+TMB,0.02,0.1,0.1,,5,40.0,,,15975
,glutathione peroxidase,,,,,,,,,,,,,,,,,,15976
Mn–TSPP,peroxidase,,,,,,,,,LOOH,,,,,7.0,35.0,,,15977
Co–TSPP,peroxidase,,,,,,,,,LOOH,,,,,7.0,35.0,,,15978
Fe–TSPP,peroxidase,,,,,,,,,LOOH,,,,,7.0,35.0,,,15979
Cu–TSPP,peroxidase,,,,,,,,,LOOH,,,,,7.0,35.0,,,15980
Mn–TCPP,peroxidase,,,,,,,,,LOOH,,,,,7.0,35.0,,,15981
Fe–TCPP,peroxidase,,,,,,,,,LOOH,,,,,7.0,35.0,,,15982
Co–PCS,peroxidase,,,,,,,,,LOOH,,,,,7.0,35.0,,,15983
Co–PCS,peroxidase,,,,,,,0.05,0.191,LOOH,0.05,0.2,,,7.0,35.0,,,15984
Co–PCS,peroxidase,,,,,,,0.05,0.13,H2O2,0.05,0.2,,,7.0,35.0,,,15985
Au,peroxidase,spherical,5.6,5.6,5.6,,,,,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,15986
Au,peroxidase,spherical,5.7,5.7,5.7,,,,,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,15987
Au,peroxidase,spherical,6.1,6.1,6.1,,,,,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,15988
Au,peroxidase,spherical,8.6,8.6,8.6,,,,,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,15989
Au,peroxidase,irregular,13.2,13.2,13.2,,,,,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,15990
Au,peroxidase,irregular,14.5,14.5,14.5,,,,,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,15991
Au,peroxidase,irregular,17.7,17.7,17.7,,,,,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,15992
Au,peroxidase,irregular,19.4,19.4,19.4,,,,,TMB+H2O2,0.1,0.8,,,4,40.0,-11.5,,15993
Se,glutathione peroxidase,spherical,100.0,100.0,100.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,,,H2O2 + GSH,,,,,7.4,25.0,,,15994
Se@pDA,glutathione peroxidase,spherical,100.0,100.0,100.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,,,H2O2 + GSH,,,2.0,0.025,7.4,25.0,,,15995
Se@pDA,glutathione peroxidase,spherical,100.0,100.0,100.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,0.14,0.0002,GSH + H2O2,0.1,1.0,0.24,0.025,7.4,25.0,,,15996
Se@pDA,glutathione peroxidase,spherical,100.0,100.0,100.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,0.03,0.0001,H2O2 + GSH,0.01,0.1,2.0,0.025,7.4,25.0,,,15997
HRP,peroxidase,,,,,,,,,ABTS + H2O2,,,,,6.8,4.0,,,15998
,,,,,,,,,,,,,,,,,,,15999
C16H18O4Se,glutathione peroxidase,,,,,,,0.031,0.031,Benzyl thiol + H2O2,0.031,0.031,35.0,,,18.0,,,16000
C16H18O4Se,glutathione peroxidase,,,,,,,0.031,0.031,Benzyl thiol + H2O2,0.031,0.031,35.0,,,18.0,,,16001
C18H22O6Se,glutathione peroxidase,,,,,,,0.031,0.031,Benzyl thiol + H2O2,0.031,0.031,35.0,,,18.0,,,16002
C20H26O8Se,glutathione peroxidase,,,,,,,0.031,0.031,Benzyl thiol + H2O2,0.031,0.031,35.0,,,18.0,,,16003
,peroxidase,,,,,,,0.001,0.001,H2O2+TMB,0.001,1.0,1.0,,7.4,37.0,,,16004
,peroxidase,,,,,,,0.001,0.001,TMB+H2O2,0.001,1.0,1.0,,7.4,37.0,,,16005
,peroxidase,,,,,,,,,NADH + O2,,,,,4.5 - 5.8,28.0,,,16006
FeIII 4(FeII(CN) 6) 3· x H 2O,peroxidase,cubic,15.0,15.0,15.0,,,0.76,,TMB+H2O2,,,,,,,,,16007
FeIII 4(FeII(CN) 6) 3· x H 2O,peroxidase,cubic,15.0,15.0,15.0,,,840.0,,H2O2+TMB,,,,,,,,,16008
FeIII 4(FeII(CN) 6) 3· x H 2O,peroxidase,cubic,3.4,3.4,3.4,Poly(N-Vinylpyrrolidone),,0.22,0.0025,TMB+H2O2,,,,,,,,,16009
FeIII 4(FeII(CN) 6) 3· x H 2O,peroxidase,cubic,3.4,3.4,3.4,Poly(N-Vinylpyrrolidone),,,,H2O2+TMB,,,,,,,,,16010
FeIII 4(FeII(CN) 6) 3· x H 2O,catalase,cubic,3.4,3.4,3.4,Poly(N-Vinylpyrrolidone),,,,H2O2,,,,,7.4,,,,16011
FeIII 4(FeII(CN) 6) 3· x H 2O,superoxide dismutase,cubic,3.4,3.4,3.4,Poly(N-Vinylpyrrolidone),,2.19,,O2•−,,,,,,,,,16012
FeIII 4(FeII(CN) 6) 3· x H 2O,superoxide dismutase,cubic,3.4,3.4,3.4,Poly(N-Vinylpyrrolidone),,2.92,,O2•−,,,,,,,,,16013
Cu-CuFe2O4,peroxidase,spherical,7.0,7.0,7.0,,Sodium dodecyl sulfate,0.39,,TMB+H2O2,0.01,0.4,0.2,0.5,4.0,35.0,-7.7,62.0,16014
Cu-CuFe2O4,peroxidase,spherical,7.0,7.0,7.0,,Sodium dodecyl sulfate,0.21,,H2O2+TMB,0.01,0.4,0.4,0.5,4.0,35.0,-7.7,62.0,16015
,peroxidase,,,,,,,,,,,,,,,20.0,,,16016
Fe3O4,peroxidase,spherical,12.0,12.0,12.0,dextran,,0.5950000000000001,16.99,H2O2+TMB,0.0,2000.0,0.5,0.1,,37.0,,,16017
Fe3O4,peroxidase,spherical,12.0,12.0,12.0,dextran,,3.34e-05,0.0074699999999999,TMB+H2O2,0.0,2.0,1000.0,0.1,,37.0,,,16018
Fe3O4,peroxidase,spherical,12.0,12.0,12.0,hyaluronic acid,,0.709,7.08,H2O2+TMB,0.0,2000.0,0.5,0.1,,37.0,,,16019
Fe3O4,peroxidase,spherical,12.0,12.0,12.0,hyaluronic acid,,0.0001255,0.00449,TMB+H2O2,0.0,2.0,1000.0,0.1,,37.0,,,16020
Fe3O4,peroxidase,spherical,12.0,12.0,12.0,chitosan,,2.699,2.120000000000001,H2O2+TMB,0.0,2000.0,0.5,0.1,,37.0,,,16021
Fe3O4,peroxidase,spherical,12.0,12.0,12.0,chitosan,,0.0001425,0.00162,TMB+H2O2,0.0,2.0,1000.0,0.1,,37.0,,,16022
Fe3O4,peroxidase,spherical,12.0,12.0,12.0,,,0.8460000000000001,3.98,H2O2+TMB,0.0,2000.0,0.5,0.1,,37.0,,,16023
Fe3O4,peroxidase,spherical,12.0,12.0,12.0,,,0.0001613,0.00258,TMB+H2O2,0.0,2.0,1000.0,0.1,,37.0,,,16024
CAT,catalase,,,,,,,,,H2O2,,,,,,22.0,,,16025
GPx,glutathione peroxidase,,,,,,,,,H2O2,,,,,,22.0,,,16026
Pd-Pt,peroxidase,irregular,40.0,40.0,40.0,pluronic f127,Ascorbic acid,3.11,,TMB+H2O2,,,,,8.0,25.0,,,16027
Pd-Pt,peroxidase,irregular,40.0,40.0,40.0,pluronic f127,Ascorbic acid,33.4,,H2O2+TMB,,,,,8.0,25.0,,,16028
Pt,peroxidase,cubic,7.35,7.35,7.35,Poly(N-Vinylpyrrolidone),,0.73,0.0003299999999999,TMB+H2O2,0.0,1.2,2000.0,,4.0,22.0,,,16029
Pt,peroxidase,cubic,8.16,8.16,8.16,Poly(N-Vinylpyrrolidone),,0.81,0.000276,TMB+H2O2,0.0,1.2,2000.0,,4.0,22.0,,,16030
Pt,peroxidase,cubic,6.45,6.45,6.45,Poly(N-Vinylpyrrolidone),,0.66,0.000386,TMB+H2O2,0.0,1.2,2000.0,,4.0,22.0,,,16031
Pt,peroxidase,spherical,4.3,4.3,4.3,Poly(N-Vinylpyrrolidone),,0.71,0.000512,TMB+H2O2,0.0,1.2,2000.0,,4.0,22.0,,,16032
Pt,peroxidase,cubic,8.62,8.62,8.62,,Cetyltrimethylammonium bromide,0.42,0.00011,TMB+H2O2,0.0,1.2,2000.0,,4.0,22.0,,,16033
Pt,peroxidase,cubic,6.69,6.69,6.69,Poly(N-Vinylpyrrolidone),,0.52,0.0002399999999999,TMB+H2O2,0.0,1.2,2000.0,,4.0,22.0,,,16034
Pt,peroxidase,cubic,8.24,8.24,8.24,Poly(N-Vinylpyrrolidone),,0.81,0.0003,TMB+H2O2,0.0,1.2,2000.0,,4.0,22.0,,,16035
,glutathione peroxidase,,,,,,,,,GSH + t-Bu-OOH,,,,,8.0,25.0,,,16036
HRP,peroxidase,,,,,,,,,H2O2+TMB,,,9.75,,7.0,25.0,,,16037
g-C3N4,peroxidase,,,,,,,,,,,,0.1,0.02,,,,,16038
CNA,peroxidase,,,,,,,,,,,,0.1,0.02,,,,,16039
,glutathione peroxidase,,,,,,,,,GSH + H2O2,,,,,7.0,37.0,,,16040
,,,,,,,,,,,,,,,,,,,16041
,peroxidase,spherical,4000.0,4000.0,4000.0,poly(allylamine hydrochloride),,0.021,,H2O2 + benzidine,,,0.1,,5.3,25.0,,,16042
,peroxidase,spherical,4000.0,4000.0,4000.0,poly(allylamine hydrochloride),,0.106,,H2O2 + benzidine,,,0.1,,5.3,25.0,,,16043
,peroxidase,spherical,4000.0,4000.0,4000.0,poly(allylamine hydrochloride),,0.032,,H2O2 + benzidine,,,0.1,,5.3,25.0,,,16044
,peroxidase,spherical,4000.0,4000.0,4000.0,poly(allylamine hydrochloride),,0.016,,H2O2 + benzidine,,,1.0,,5.3,25.0,,,16045
,peroxidase,spherical,4000.0,4000.0,4000.0,poly(allylamine hydrochloride),,0.012,,H2O2 + benzidine,,,1.0,,5.3,25.0,,,16046
,peroxidase,spherical,4000.0,4000.0,4000.0,poly(allylamine hydrochloride),,0.25,,H2O2 + benzidine,,,0.1,,5.3,25.0,,,16047
,peroxidase,spherical,4000.0,4000.0,4000.0,poly(allylamine hydrochloride),,0.53,,H2O2 + benzidine,,,0.1,,5.3,25.0,,,16048
,peroxidase,spherical,4000.0,4000.0,4000.0,poly(allylamine hydrochloride),,0.26,,H2O2 + benzidine,,,0.1,,5.3,25.0,,,16049
NH2-MIL-101(Fe),peroxidase,spindle,5000.0,1000.0,,,,,,OPD+H2O2,0.1,5.0,980.0,1.0,6.0,25.0,,,16050
NH2-MIL-101(Fe),peroxidase,spindle,5000.0,1000.0,,,,,,TMB+H2O2,,,980.0,1.0,6.0,25.0,,,16051
NH2-MIL-101(Fe),peroxidase,spindle,5000.0,1000.0,,,,,,ABTS+H2O2,,,980.0,1.0,6.0,25.0,,,16052
ZnO-CuO,peroxidase,rods,1000.0,200.0,,,,0.0744,,OPD+H2O2,245.0,7840.0,,,,25.0,,,16053
ZnO-CuO,peroxidase,rods,1000.0,200.0,,,,,,R6G+H2O2,0.02,0.02,,,,25.0,,,16054
3-AT,peroxidase,,,,,,,,,ABTS + H2O2,,,,,7.2 - 7.4,37.0,,,16055
,peroxidase,,,,,,,,,H2O2+guaiacol,,,20.0,,5.6,20.0,,,16056
,peroxidase,,,,,,,,,H2O2+benzidine,,,100.0,,5.6,20.0,,,16057
,peroxidase,,,,,,,,,H2O2+TMB,,,,,6.0,21.0,,,16058
,lyase,,,,,,,,,,,,,,8.8,38.0,,,16059
,,,,,,,,,,,,,,,,,,,16060
Ag,peroxidase,spherical,12.0,12.0,12.0,,,,,H2O2+TMB,,,,,,,,,16061
Ag,peroxidase,spherical,12.0,12.0,12.0,,,,,TMB+H2O2,,,,,,,,,16062
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,2.0,,4.5,,,,16063
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,2.0,,4.5,,,,16064
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,2.0,,4.5,,,,16065
PEG-hemin,peroxidase,,,,,poly(ethylene glycol),,,,H2O2+o-phenylene diamine,0.0,0.2,34.0,0.025,,25.0,,,16066
PEG-hemin,peroxidase,,,,,poly(ethylene glycol),,,,o-phenylene diamine+H2O2,0.0,34.0,0.34,0.025,,25.0,,,16067
PEG-hemin,peroxidase,,,,,poly(ethylene glycol),,,,peroxidized linolenic acid+o-phenylene diamine,0.0,0.04,34.0,0.025,,25.0,,,16068
PEG-hemin,peroxidase,,,,,poly(ethylene glycol),,,,H2O2+o-phenylene diamine,,,,,,,,,16069
PEG-hemin,peroxidase,,,,,poly(ethylene glycol),,,,peroxidized linolenic acid+o-phenylene diamine,,,,,,,,,16070
PEG-hemin,peroxidase,,,,,poly(ethylene glycol),,,,H2O2+o-phenylene diamine,,,,,7.01,,,,16071
MoS2,peroxidase,sheet,100.0,100.0,100.0,,,0.33,0.000111,TMB+H2O2,0.067,3.0,10.0,0.01,4.0,55.0,-36.0,,16072
MoS2,peroxidase,sheet,100.0,100.0,100.0,,,0.48,0.000111,H2O2+TMB,0.333,1.0,0.83,0.01,4.0,55.0,-36.0,,16073
,glutathione reductase,,,,,,,,,,,,,,,,,,16074
,glutathione peroxidase,,,,,,,,,,,,,,,,,,16075
Ru-C3N4,peroxidase,sheet,55.0,55.0,55.0,,,0.068,0.00833,OPD+H2O2,0.01,0.2,1.0,0.05,4.5,25.0,,,16076
Ru-C3N4,peroxidase,sheet,55.0,55.0,55.0,,,2.4,0.0416599999999999,H2O2+OPD,0.1,1.0,0.2,0.05,4.5,25.0,,,16077
SAF NPs,peroxidase,spherical,120.0,120.0,120.0,poly(ethylene glycol),,0.01,0.001,TMB+H2O2,0.0001,0.001,,0.01,7.4,25.0,-8.3,,16078
SAF NPs,peroxidase,spherical,120.0,120.0,120.0,poly(ethylene glycol),,0.01,0.001,TMB+H2O2,0.0001,0.001,,0.01,5.6,25.0,-8.3,,16079
SAF NPs,peroxidase,spherical,120.0,120.0,120.0,poly(ethylene glycol),,0.01,0.001,TMB+H2O2,0.0001,0.001,,0.01,9.0,25.0,-8.3,,16080
FeSO4,peroxidase,,,,,,,,,H2O2+guaiacol,,,12.0,,5.8,27.0,,,16081
CuSO4,peroxidase,,,,,,,,,H2O2+guaiacol,,,12.0,,5.8,27.0,,,16082
ZnSO4,peroxidase,,,,,,,,,H2O2+guaiacol,,,12.0,,5.8,27.0,,,16083
FePPIX,peroxidase,,,,,,,0.13,0.001,TMB+H2O2,0.01,0.5,3.0,,5.0,25.0,,,16084
FePPIX,peroxidase,,,,,,,0.13,0.001,Am-NH/phenol+H2O2,0.01,0.5,0.2,,7.4,25.0,,,16085
Au,peroxidase,spherical,25.0,25.0,25.0,,,,,TMB+H2O2,,,,,4.0,40.0,31.2,,16086
,glutathione peroxidase,,,,,,,,,,,,,,,,,,16087
CoFe2O4/CoS,peroxidase,tubular,,75.0,,Poly(N-Vinylpyrrolidone),,,,TMB+H2O2,0.0,0.05,65.0,0.02,4,25.0,,70.0,16088
CoFe2O4/CoS,peroxidase,tubular,,75.0,,Poly(N-Vinylpyrrolidone),,0.098,0.001,H2O2+TMB,0.0,0.04,0.1,0.02,4,25.0,,70.0,16089
Pd1Pt1,peroxidase,nanofiber,,10.0,,Poly(N-Vinylpyrrolidone),,0.021,,TMB+H2O2,,,4.4,,4.0,40.0,,,16090
Pd1Pt1,peroxidase,porous,,,,,,0.01,,TMB+H2O2,,,2.2,,4.0,40.0,,,16091
Pd1Pt1,peroxidase,nanofiber,,10.0,,Poly(N-Vinylpyrrolidone),,,,H2O2+TMB,,,,,,,,,16092
Pd1Pt1,peroxidase,porous,,,,,,,,H2O2+TMB,,,,,,,,,16093
Pd1Pt1,peroxidase,nanofiber,,10.0,,Poly(N-Vinylpyrrolidone),,,,OPD+H2O2,,,,,4.0,40.0,,,16094
Pd1Pt1,peroxidase,porous,,,,,,,,OPD+H2O2,,,,,4.0,40.0,,,16095
Pd1Pt1,peroxidase,nanofiber,,10.0,,Poly(N-Vinylpyrrolidone),,,,ABTS+H2O2,,,,,4.0,40.0,,,16096
Pd1Pt1,peroxidase,porous,,,,,,,,ABTS+H2O2,,,,,4.0,40.0,,,16097
Au,peroxidase,spherical,1.0,1.0,1.0,BSA,,0.05,0.001,TMB+H2O2,0.01,0.2,50.0,,4,25.0,,,16098
Au,peroxidase,spherical,1.0,1.0,1.0,BSA,,0.05,0.001,H2O2+TMB,10.0,50.0,0.2,,4,25.0,,,16099
Au,peroxidase,spherical,10.0,10.0,10.0,Poly(N-Vinylpyrrolidone),,0.05,0.001,TMB+H2O2,0.01,0.2,50.0,,4,25.0,,,16100
Au,peroxidase,spherical,10.0,10.0,10.0,Poly(N-Vinylpyrrolidone),,0.05,0.001,H2O2+TMB,10.0,50.0,0.2,,4,25.0,,,16101
C26H40N2Se2,glutathione peroxidase,,,,,,,2.89,0.0002596666666666,Cum-OOH+H2O2,0.5,4.0,2.0,,,22.0,,,16102
C26H40N2Se2,glutathione peroxidase,,,,,,,1.1,0.095,Cum-OOH+H2O2,0.5,4.0,2.0,,,22.0,,,16103
C26H40N2Se2,glutathione peroxidase,,,,,,,0.8,0.0356666666666666,Cum-OOH+H2O2,0.5,4.0,2.0,,,22.0,,,16104
C26H40N2Se2,glutathione peroxidase,,,,,,,0.84,0.0515,Cum-OOH+H2O2,0.5,4.0,2.0,,,22.0,,,16105
C16H20N2Se2,glutathione peroxidase,,,,,,,0.42,0.1005,Cum-OOH+H2O2,0.5,4.0,2.0,,,22.0,,,16106
C18H24N2Se2,glutathione peroxidase,,,,,,,0.45,0.068,Cum-OOH+H2O2,0.5,4.0,2.0,,,22.0,,,16107
C20H28N2Se2,glutathione peroxidase,,,,,,,0.49,0.0665,Cum-OOH+H2O2,0.5,4.0,2.0,,,22.0,,,16108
C20H28N2Se2,glutathione peroxidase,,,,,,,0.6,0.0525,Cum-OOH+H2O2,0.5,4.0,2.0,,,22.0,,,16109
Fe-N/C,oxidase,polyhedral,120.0,120.0,120.0,,,0.94,0.000598,TMB,0.01,1.0,,0.02,3.5,37.0,,996.02,16110
Dh-(cid:735)-Ala-His-Trp-Lys-Pro-Tyr-Arg,peroxidase,,,,,,,0.0098,,H2O2,,,0.5,,7.0,,,,16111
EMSN-Au-PEMs,peroxidase,spherical,100.0,100.0,100.0,poly(styrene sulfonate),Cetyltrimethylammonium bromide,108.4,0.0006368999999999,glucose,,,,50.0,7.5,37.0,,,16112
EMSN-PEMs-hemin,peroxidase,spherical,100.0,100.0,100.0,poly(styrene sulfonate),Cetyltrimethylammonium bromide,1.96,0.0001194,H2O2+TMB,0.8,,0.8,25.0,7.4,37.0,,,16113
,peroxidase,,,,,,,0.01,,H2O2+KBr,,,0.1,,,,,,16114
,peroxidase,,,,,,,0.01,,H2O2+KSCN,,,0.1,,,,,,16115
,peroxidase,,,,,,,0.01,,H2O2+NaCl,,,100.0,,,,,,16116
Fe3O4,peroxidase,spherical,220.0,220.0,220.0,Sodium lignosulfonate,,0.000208,,H2O2+TMB,0.2,10.0,0.4,0.012,3,35.0,,,16117
Fe3O4,peroxidase,spherical,220.0,220.0,220.0,Sodium lignosulfonate,,0.000374,,TMB+H2O2,0.1,0.6,0.6,0.012,3,35.0,,,16118
,peroxidase,,,,,,,7.14,,H2O2+o-dianisidine,5.0,73.0,0.79,,4.8,25.0,,,16119
,peroxidase,,,,,,,5.0,,o-dianisidine+H2O2,1.0,40.0,29.2,,4.8,25.0,,,16120
,peroxidase,,,,,,,0.04,,H2O2+TMB,,,,,7.0,37.0,,,16121
,,,,,,,,,,,,,,,,,,,16122
hemin@ZIF-8,peroxidase,spherical,100.0,100.0,100.0,,,1.5,0.002,ABTS+H2O2,0.01,0.5,50.0,20.0,7.0,37.0,,,16123
hemin@ZIF-8,peroxidase,spherical,100.0,100.0,100.0,,,1.5,0.002,H2O2+ABTS,0.01,0.5,50.0,20.0,7.0,37.0,,,16124
GOx/hemin@ZIF-8,peroxidase,spherical,190.0,190.0,190.0,,,1.5,0.002,ABTS+glucose,0.01,0.5,50.0,20.0,7.0,37.0,,,16125
GOx/hemin@ZIF-8,peroxidase,spherical,190.0,190.0,190.0,,,1.5,0.002,glucose+ABTS,0.01,0.5,50.0,20.0,7.0,37.0,,,16126
,peroxidase,,,,,,,,,H2O2+pyrogallol,,,5.0,,7.0,25.0,,,16127
,glutathione peroxidase,,,,,,,,,GSH + H2O2,,,,,,,,,16128
,,,,,,,,,,,,,,,,,,,16129
,,,,,,,,,,,,,,,,,,,16130
,peroxidase,,,,,,,,,H2O2+guaiacol,,,,,6.0,30.0,,,16131
,peroxidase,,,,,,,,,H2O2+TMB,,,11.8,,5.8,25.0,,,16132
,peroxidase,,,,,,,,,TMB+H2O2,,,11.8,,5.8,25.0,,,16133
