doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,polymer_used_in_synthesis,surfactant,reaction_type
10.2217.nnm.11.156,mistral,mistral-small-latest,./prompts/prompt4.txt,16935,66262,527,1807,Catalase,Catalase,,,,,,,,,,,,,,,66.46 ± 0.52 nm,66.46,65.94,66.97999999999999,,,,,,,-30.47 ± 1.76 mV,-30.47,,,,,,,,,,,,37 °C,"[""Catalase from bovine liver erythrocytes"", ""Methoxypolyethylene glycol epoxy (Me-PEG-epoxy)"", ""Polyethyleneimine-poly(ethylene glycol) (PEI [2K]-PEG [10K])"", ""LysoTracker\u00ae Green"", ""MitoTracker\u00ae Green"", ""ERTracker\u00ae Green"", ""Lipopolysaccharides (LPSs)"", ""Sephadex G-25"", ""Triton X-100"", ""Trypsin"", ""Cell dyes 1,1\u00b4-dioctadecyl-3,3,3\u00b4,3\u00b4-tetramethylindodicarbocyanine perchlorate and 3,3\u00b4-dilinoleyl-oxacarbocyanine perchlorate"", ""Fluorescein isothiocyanate (FITC)-conjugated mouse antibodies to early endosome antigen 1 (EEA1), and LAMP1 (lysosomes)"", ""Unconjugated mouse antibodies to Rab11 (recycling endosomes)"", ""Alexa Fluor-405-conjugated anti-CD14"", ""Mouse monoclonal antibodies to RAB 7 (late endosomes)"", ""Secondary goat antimouse FITC-conjugated antibodies"", ""INF-g""]",Polyethyleneimine-poly(ethylene glycol) (PEI [2K]-PEG [10K]),,
10.1021.acs.analchem.8b03374,mistral,mistral-small-latest,./prompts/prompt4.txt,24725,72664,3282,9634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1021.acs.analchem.9b04931,mistral,mistral-small-latest,./prompts/prompt4.txt,9244,30964,244,795,KNi[Fe(CN)6],oxidase,,cubic,,,,,,,,,,,,,60 nm,60.0,,,,,,,60.12 m^2/g,60.12,,,,,,,,,150 µg/mL,0.15,,,7.0,,"[""KNi[Fe(CN)6]""]",,,TMB
10.1007.bf02990135,mistral,mistral-small-latest,./prompts/prompt4.txt,9207,30077,233,788,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 mM,0.1,7,37 °C,[],,,H2O2+GSH
10.1016.j.talanta.2018.06.034,mistral,mistral-small-latest,./prompts/prompt4.txt,11775,40146,686,2143,Co2(OH)2CO3-CeO2,peroxidase,,nanosheets,,,,,,,,,,,,,4-8 nm,6.0,4.0,8.0,0.14 mM,0.14,20.14 * 10^-8 mM/s,2.0140000000000002e-07,,,,,,,0.13 mM,0.13,0.93 mM,0.93,2 mg/mL,2.0,12 mM,12.0,3-8,25 °C,"[""Co(Cl)6_6H2O"", ""polyvinylpyrrolidone (PVP)"", ""urea"", ""NH3\u00b7H2O"", ""Ceric ammonium nitrate"", ""citric acid"", ""EDC"", ""NHS"", ""Ab2""]",polyvinylpyrrolidone (PVP),,TMB+H2O2
10.1016.j.talanta.2018.06.034,mistral,mistral-small-latest,./prompts/prompt4.txt,11775,40146,686,2143,Co2(OH)2CO3-CeO2,peroxidase,,nanosheets,,,,,,,,,,,,,4-8 nm,6.0,4.0,8.0,10.01 mM,10.01,10.21 * 10^-8 mM/s,1.0210000000000001e-07,,,,,,,2 mM,2.0,14 mM,14.0,2 mg/mL,2.0,0.8 mM,0.8,3-8,25 °C,"[""Co(Cl)6_6H2O"", ""polyvinylpyrrolidone (PVP)"", ""urea"", ""NH3\u00b7H2O"", ""Ceric ammonium nitrate"", ""citric acid"", ""EDC"", ""NHS"", ""Ab2""]",polyvinylpyrrolidone (PVP),,H2O2+TMB
10.1016.j.artres.2016.10.052,mistral,mistral-small-latest,./prompts/prompt4.txt,2415,9457,195,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.17660.ActaHortic.2012.961.36,mistral,mistral-small-latest,./prompts/prompt4.txt,5825,19036,1194,4070,,peroxidase,,,,,,,,,,,,,,,,,,,~0.001 mM,0.001,~100 U/g,,,,,,,,,,,,,,,,4.5,4 °C,"[""benzyl-adenine"", ""sucrose"", ""Na-acetate"", ""polyvinylpyrrolidone"", ""bovine serum albumin"", ""Triton X100"", ""H2O2"", ""ortodianizidine""]",polyvinylpyrrolidone,Triton X100,H2O2+ortodianizidine
10.17660.ActaHortic.2012.961.36,mistral,mistral-small-latest,./prompts/prompt4.txt,5825,19036,1194,4070,,peroxidase,,,,,,,,,,,,,,,,,,,~0.001 mM,0.001,~100 U/g,,,,,,,,,,,,,,,,4.5,4 °C,"[""benzyl-adenine"", ""sucrose"", ""Na-acetate"", ""polyvinylpyrrolidone"", ""bovine serum albumin"", ""Triton X100"", ""H2O2"", ""ortodianizidine""]",polyvinylpyrrolidone,Triton X100,H2O2+ortodianizidine
10.17660.ActaHortic.2012.961.36,mistral,mistral-small-latest,./prompts/prompt4.txt,5825,19036,1194,4070,,peroxidase,,,,,,,,,,,,,,,,,,,~0.001 mM,0.001,~100 U/g,,,,,,,,,,,,,,,,4.5,4 °C,"[""benzyl-adenine"", ""sucrose"", ""Na-acetate"", ""polyvinylpyrrolidone"", ""bovine serum albumin"", ""Triton X100"", ""H2O2"", ""ortodianizidine""]",polyvinylpyrrolidone,Triton X100,H2O2+ortodianizidine
10.17660.ActaHortic.2012.961.36,mistral,mistral-small-latest,./prompts/prompt4.txt,5825,19036,1194,4070,,peroxidase,,,,,,,,,,,,,,,,,,,~0.001 mM,0.001,~100 U/g,,,,,,,,,,,,,,,,4.5,4 °C,"[""benzyl-adenine"", ""sucrose"", ""Na-acetate"", ""polyvinylpyrrolidone"", ""bovine serum albumin"", ""Triton X100"", ""H2O2"", ""ortodianizidine""]",polyvinylpyrrolidone,Triton X100,H2O2+ortodianizidine
10.1016.j.snb.2015.04.074,mistral,mistral-small-latest,./prompts/prompt4.txt,12034,42362,569,1772,Se-g-C3N4,peroxidase,,lamellar,,,,,,,,,,,,,20 nm,20.0,,,0.307 mM,0.307,20.5 * 10^-4 s^-1,,,,,,,,0 mM,0.0,~1.44 mM,1.44,16 µg/mL,0.016,17.99 mM,17.99,4.0,35 °C,"[""dicyandiamide"", ""cyanuric acid"", ""selenium dioxide""]",,,TMB+H2O2
10.1016.j.snb.2015.04.074,mistral,mistral-small-latest,./prompts/prompt4.txt,12034,42362,569,1772,Se-g-C3N4,peroxidase,,lamellar,,,,,,,,,,,,,20 nm,20.0,,,0.298 mM,0.298,43.3 * 10^-4 s^-1,,,,,,,,0 mM,0.0,~17.99 mM,17.99,16 µg/mL,0.016,1.44 mM,1.44,4.0,35 °C,"[""dicyandiamide"", ""cyanuric acid"", ""selenium dioxide""]",,,H2O2+TMB
10.3177.jnsv.43.497,mistral,mistral-small-latest,./prompts/prompt4.txt,6499,23706,218,756,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 mM,0.1,7.0,25 °C,[],,,GSH + H2O2
10.1002.bem.10119,mistral,mistral-small-latest,./prompts/prompt4.txt,9958,34316,302,952,POD,peroxidase,,,,,,,,,,,,,,,,,,,0.2 mM,0.2,10.4*10^-3 mmoles/min,,,,,,,,,,,,,,0.2 mM,0.2,5.0,25 °C,"[""Horseradish peroxidase (POD, EC. 1.11.1.7)"", ""2,20-azino-bis (3-ethyl-benzothyazoline-6-sulfonic acid) (ABTS)"", ""Hydrogen peroxide (H2O2)""]",,,H2O2+ABTS
10.1128.iai.06337-11,mistral,mistral-small-latest,./prompts/prompt4.txt,2436,57044,427,1478,H2O2,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0147 g/mol,34.0147,,,,,,,3%,,,,[],,,TMB+H2O2
10.1128.iai.06337-11,mistral,mistral-small-latest,./prompts/prompt4.txt,2436,57044,427,1478,DAB,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,287.33 g/mol,287.33,,,,,,,,,,,[],,,TMB+H2O2
10.1007.bf02706536,mistral,mistral-small-latest,./prompts/prompt4.txt,9831,29611,379,1331,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 % H2O2,,4.8,25 ± 2 °C,"[""Superoxide dismutase (SOD)"", ""Cytochrome C"", ""o-dianizidine"", ""Bovine serum albumin (BSA)"", ""Kinetin"", ""Salicylic acid (SA)"", ""MS medium"", ""2,4-dichlorophenoxyacetic acid"", ""Tris-HCl"", ""Di sodium tetraborate"", ""Ascorbic acid"", ""Polyethylene glycol (4000)"", ""EDTA"", ""Acetate buffer"", ""Benzidine"", ""Hydrogen peroxide (H2O2)""]",Polyethylene glycol (4000),,TMB+H2O2
10.1016.j.cej.2020.125797,mistral,mistral-small-latest,./prompts/prompt4.txt,12412,44258,937,2896,Pt/C,peroxidase,cubic,spherical,,,,,,,,,,,,,110 nm,110.0,,,0.04853 mM,0.04853,,,227.5 m^2/g,227.5,-21.8 ± 2.31 mV,-21.8,,,0.048 M,48.0,0.048 M,48.0,2.5 µg/mL,0.0025,0.208 mM,0.208,4.5,25 °C,"[""Potassium tetrachloroplatinate (K2PtCl4)"", ""Dopamine hydrochloride (DA)"", ""Tetraethyl orthosilicate (TEOS)"", ""3-(2-Aminoethylamino) propyl-triethoxysilane (APTES)"", ""N-(3-dimethylamino-propyl)-N-ethylcarbodiimide hydrochloride (EDC)"", ""5,5\u2032-Dithiobis(2-nitrobenzoic acid) (DTNB)"", ""N-hydroxysuccinimide (NHS)"", ""Ammonium hydroxide (NH3\u00b7H2O)"", ""Dimethylsulfoxide (DMSO)"", ""Ethanol"", ""3,3\u2032,5,5\u2032-Tetramethylbenzidine (TMB)"", ""Sodium borodeuteride (NaBH4)""]",poly(N-Vinylpyrrolidone),,H2O2+TMB
10.1016.j.cej.2020.125797,mistral,mistral-small-latest,./prompts/prompt4.txt,12412,44258,937,2896,Pt/C,oxidase,cubic,spherical,,,,,,,,,,,,,110 nm,110.0,,,0.352 mM,0.352,0.82 × 10^-8 M/s,8.2e-06,227.5 m^2/g,227.5,-21.8 ± 2.31 mV,-21.8,,,0.416 mM,0.416,0.416 mM,0.416,5 µg/mL,0.005,,,4.5,25 °C,"[""Potassium tetrachloroplatinate (K2PtCl4)"", ""Dopamine hydrochloride (DA)"", ""Tetraethyl orthosilicate (TEOS)"", ""3-(2-Aminoethylamino) propyl-triethoxysilane (APTES)"", ""N-(3-dimethylamino-propyl)-N-ethylcarbodiimide hydrochloride (EDC)"", ""5,5\u2032-Dithiobis(2-nitrobenzoic acid) (DTNB)"", ""N-hydroxysuccinimide (NHS)"", ""Ammonium hydroxide (NH3\u00b7H2O)"", ""Dimethylsulfoxide (DMSO)"", ""Ethanol"", ""3,3\u2032,5,5\u2032-Tetramethylbenzidine (TMB)"", ""Sodium borodeuteride (NaBH4)""]",poly(N-Vinylpyrrolidone),,TMB
10.1039.c8tb02404a,mistral,mistral-small-latest,./prompts/prompt4.txt,12824,42067,2000,6606,PtCNPs,peroxidase,,spherical,,,,,,,,,,,,,15.5 ± 2.2 nm,15.5,13.3,17.7,1595.3 mM,1595.3,49.3 × 10^-8 M/s,0.000493,,,,,,,100 mM,100.0,1500 mM,1500.0,1 mg/mL,1.0,1 mM,1.0,3.6,25 °C,"[""p-phenylenediamine (PPD)"", ""K2PtCl4""]",,,H2O2+TMB
10.1039.c8tb02404a,mistral,mistral-small-latest,./prompts/prompt4.txt,12824,42067,2000,6606,PtCNPs,peroxidase,,spherical,,,,,,,,,,,,,15.5 ± 2.2 nm,15.5,13.3,17.7,0.0375 mM,0.0375,14.9 × 10^-8 M/s,0.000149,,,,,,,0.05 mM,0.05,2 mM,2.0,1 mg/mL,1.0,800 mM,800.0,3.6,25 °C,"[""p-phenylenediamine (PPD)"", ""K2PtCl4""]",,,TMB+H2O2
10.1039.c8tb02404a,mistral,mistral-small-latest,./prompts/prompt4.txt,12824,42067,2000,6606,CuCNPs,peroxidase,,,,,,,,,,,,,,,,,,,282.1 mM,282.1,16.8 × 10^-8 M/s,0.00016800000000000002,,,,,,,,,,,,,,,,,"[""p-phenylenediamine (PPD)"", ""CuCl2""]",,,H2O2+TMB
10.1039.c8tb02404a,mistral,mistral-small-latest,./prompts/prompt4.txt,12824,42067,2000,6606,CuCNPs,peroxidase,,,,,,,,,,,,,,,,,,,0.183 mM,0.183,14.5 × 10^-8 M/s,0.00014500000000000003,,,,,,,,,,,,,,,,,"[""p-phenylenediamine (PPD)"", ""CuCl2""]",,,TMB+H2O2
10.1039.c8tb02404a,mistral,mistral-small-latest,./prompts/prompt4.txt,12824,42067,2000,6606,NiCNPs,peroxidase,,,,,,,,,,,,,,,,,,,320.5 mM,320.5,6.65 × 10^-8 M/s,6.65e-05,,,,,,,,,,,,,,,,,"[""p-phenylenediamine (PPD)"", ""NiCl2""]",,,H2O2+TMB
10.1039.c8tb02404a,mistral,mistral-small-latest,./prompts/prompt4.txt,12824,42067,2000,6606,NiCNPs,peroxidase,,,,,,,,,,,,,,,,,,,0.123 mM,0.123,6.39 × 10^-8 M/s,6.39e-05,,,,,,,,,,,,,,,,,"[""p-phenylenediamine (PPD)"", ""NiCl2""]",,,TMB+H2O2
10.1039.c8tb02404a,mistral,mistral-small-latest,./prompts/prompt4.txt,12824,42067,2000,6606,PdCNPs,peroxidase,,,,,,,,,,,,,,,,,,,589.7 mM,589.7,4.32 × 10^-8 M/s,4.32e-05,,,,,,,,,,,,,,,,,"[""p-phenylenediamine (PPD)"", ""Na2PdCl4""]",,,H2O2+TMB
10.1039.c8tb02404a,mistral,mistral-small-latest,./prompts/prompt4.txt,12824,42067,2000,6606,PdCNPs,peroxidase,,,,,,,,,,,,,,,,,,,0.335 mM,0.335,3.43 × 10^-8 M/s,3.43e-05,,,,,,,,,,,,,,,,,"[""p-phenylenediamine (PPD)"", ""Na2PdCl4""]",,,TMB+H2O2
10.1007.bf02783329,mistral,mistral-small-latest,./prompts/prompt4.txt,13238,44285,408,1493,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 mM,0.1,,37 °C,[],,,H2O2
10.1007.bf02783329,mistral,mistral-small-latest,./prompts/prompt4.txt,13238,44285,408,1493,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,cumene hydroperoxide
10.1016.0003-2697(92)90241-x,mistral,mistral-small-latest,./prompts/prompt4.txt,6472,21026,997,3606,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,7.2,37 °C,"[""Tris"", ""diaminobenzidine-4HCl (DAB)"", ""3-amino-g-ethylcarbazole"", ""putrescine-2HC1"", ""acrylamide"", ""N,N-methylene-bis-acrylamide"", ""N,N,N\u2019,N\u2019-tetramethylethylenediamine"", ""3-[(3-cholamidopropyl)dimethylammonio]-2-hydroxy-1-propanesulfonate (Chaps)"", ""bovine serum albumin fraction V (BSA)"", ""diamine oxidase (DAO)"", ""alcohol dehydrogenase"", ""aldehyde dehydrogenase"", ""horseradish peroxidase (HRP, Type VI)"", ""ammonium persulfate"", ""bromophenol blue"", ""saccharose"", ""Tween 20"", ""NaH2PO4"", ""Na2HPO4"", ""4-Cl-1-naphthol"", ""o-dianisidine"", ""spermidine-3HC1"", ""spermine-4HCl"", ""aminoguanidine hemisulfate"", ""[2,3-3H]-putrescine"", ""fetal calf serum (heat inactivated)"", ""nitrocellulose (NC) paper"", ""Maxifluor scintillation fluid""]",,,TMB+H2O2
10.1016.0003-2697(92)90241-x,mistral,mistral-small-latest,./prompts/prompt4.txt,6472,21026,997,3606,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,7.2,37 °C,"[""Tris"", ""diaminobenzidine-4HCl (DAB)"", ""3-amino-g-ethylcarbazole"", ""putrescine-2HC1"", ""acrylamide"", ""N,N-methylene-bis-acrylamide"", ""N,N,N\u2019,N\u2019-tetramethylethylenediamine"", ""3-[(3-cholamidopropyl)dimethylammonio]-2-hydroxy-1-propanesulfonate (Chaps)"", ""bovine serum albumin fraction V (BSA)"", ""diamine oxidase (DAO)"", ""alcohol dehydrogenase"", ""aldehyde dehydrogenase"", ""horseradish peroxidase (HRP, Type VI)"", ""ammonium persulfate"", ""bromophenol blue"", ""saccharose"", ""Tween 20"", ""NaH2PO4"", ""Na2HPO4"", ""4-Cl-1-naphthol"", ""o-dianisidine"", ""spermidine-3HC1"", ""spermine-4HCl"", ""aminoguanidine hemisulfate"", ""[2,3-3H]-putrescine"", ""fetal calf serum (heat inactivated)"", ""nitrocellulose (NC) paper"", ""Maxifluor scintillation fluid""]",,,H2O2+TMB
10.1080.gye.15.4.298.303,mistral,mistral-small-latest,./prompts/prompt4.txt,6712,23989,436,1552,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1080.gye.15.4.298.303,mistral,mistral-small-latest,./prompts/prompt4.txt,6712,23989,436,1552,,superoxide dismutase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.j.talanta.2017.05.061,mistral,mistral-small-latest,./prompts/prompt4.txt,7574,27592,630,1965,C,peroxidase,,spherical,,,,,,,,,,,,,3-9 nm,6.0,3.0,9.0,0.009 mM,0.009,7.2e-7 mM/s,7.2e-07,,,,,,,0 mM,0.0,0.8 mM,0.8,0.1 µg/mL,0.0001,50 mM,50.0,3.5,35 °C,"[""wood charcoal"", ""[(NH4)2S2O8]"", ""H2SO4"", ""HNO3"", ""TMB"", ""H2O2"", ""Na2CO3"", ""Na2HPO4"", ""NaH2PO4""]",,,TMB+H2O2
10.1016.j.talanta.2017.05.061,mistral,mistral-small-latest,./prompts/prompt4.txt,7574,27592,630,1965,C,peroxidase,,spherical,,,,,,,,,,,,,3-9 nm,6.0,3.0,9.0,7 mM,7.0,,,,,,,,,0 mM,0.0,~250 µM,0.25,0.1 µg/mL,0.0001,0.8 mM,0.8,3.5,35 °C,"[""wood charcoal"", ""[(NH4)2S2O8]"", ""H2SO4"", ""HNO3"", ""TMB"", ""H2O2"", ""Na2CO3"", ""Na2HPO4"", ""NaH2PO4""]",,,H2O2+TMB
10.1074.jbc.m204190200,mistral,mistral-small-latest,./prompts/prompt4.txt,18151,57304,492,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.j.snb.2021.130108,mistral,mistral-small-latest,./prompts/prompt4.txt,9851,36413,602,1837,BiSA@Au,peroxidase,cubic,nanowires,,,,,15 ± 2 nm,15.0,13.0,17.0,,,,,,,,,~0.05 mM,0.05,~0.0002 mM/s,0.0002,16.7 m^2/g,16.7,,,,,0.5 mM,0.5,8 mM,8.0,2 mg/mL,2.0,100 mM,100.0,5.0,25 °C,"[""HAuCl4"", ""Bi(NO3)3"", ""dopamine"", ""NaBH4"", ""acetone""]",,,TMB+H2O2
10.1016.j.snb.2021.130108,mistral,mistral-small-latest,./prompts/prompt4.txt,9851,36413,602,1837,BiSA@Au,peroxidase,cubic,nanowires,,,,,15 ± 2 nm,15.0,13.0,17.0,,,,,,,,,~1.5 mM,1.5,~0.0004 mM/s,0.0004,16.7 m^2/g,16.7,,,,,1 mM,1.0,20 mM,20.0,2 mg/mL,2.0,10 mM,10.0,5.0,25 °C,"[""HAuCl4"", ""Bi(NO3)3"", ""dopamine"", ""NaBH4"", ""acetone""]",,,H2O2+TMB
10.1159.000055666,mistral,mistral-small-latest,./prompts/prompt4.txt,4897,18471,277,986,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,"[""5,5'-dithiobis-2-nitrobenzoic acid"", ""thiocyanate"", ""Tris-HCl buffer"", ""lactoperoxidase"", ""Bradford Reagent"", ""bovine serum albumin""]",,,
10.3389.fchem.2020.564968,mistral,mistral-small-latest,./prompts/prompt4.txt,6435,22646,1126,3828,Fe2O3,peroxidase,,spherical,,,,,,,,,,,,,1 nm,1.0,,,,,,,,,,,,,0 mM,0.0,~2.5 mM,2.5,0.5 mg/mL,0.5,10 mM,10.0,3.6,37 °C,"[""Carbon nanotubes"", ""Ferrocene"", ""Dimethyl sulfoxide"", ""Hydrogen peroxide"", ""Dopamine"", ""3,3\u2032,5,5\u2032-tetramethylbenzidine""]",,,TMB+H2O2
10.3389.fchem.2020.564968,mistral,mistral-small-latest,./prompts/prompt4.txt,6435,22646,1126,3828,Fe2O3,peroxidase,,spherical,,,,,,,,,,,,,1 nm,1.0,,,,,,,,,,,,,0 mM,0.0,~0.1 mM,0.1,0.5 mg/mL,0.5,2.5 mM,2.5,3.6,37 °C,"[""Carbon nanotubes"", ""Ferrocene"", ""Dimethyl sulfoxide"", ""Hydrogen peroxide"", ""Dopamine"", ""3,3\u2032,5,5\u2032-tetramethylbenzidine""]",,,H2O2+TMB
10.3389.fchem.2020.564968,mistral,mistral-small-latest,./prompts/prompt4.txt,6435,22646,1126,3828,Fe2O3,peroxidase,,spherical,,,,,,,,,,,,,1 nm,1.0,,,~0.02 mM,0.02,~0.0001 mM/s,0.0001,,,,,,,,,,,,,,,,,"[""Carbon nanotubes"", ""Ferrocene"", ""Dimethyl sulfoxide"", ""Hydrogen peroxide"", ""Dopamine"", ""3,3\u2032,5,5\u2032-tetramethylbenzidine""]",,,TMB+H2O2
10.3389.fchem.2020.564968,mistral,mistral-small-latest,./prompts/prompt4.txt,6435,22646,1126,3828,Fe2O3,peroxidase,,spherical,,,,,,,,,,,,,1 nm,1.0,,,~0.0001 mM,0.0001,~0.00001 mM/s,1e-05,,,,,,,,,,,,,,,,,"[""Carbon nanotubes"", ""Ferrocene"", ""Dimethyl sulfoxide"", ""Hydrogen peroxide"", ""Dopamine"", ""3,3\u2032,5,5\u2032-tetramethylbenzidine""]",,,H2O2+TMB
10.1007.s00775-007-0267-1,mistral,mistral-small-latest,./prompts/prompt4.txt,9346,32149,1476,5428,Mb,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25 °C,"[""horse heart Mb"", ""Sephacryl S-100 gel filtration column"", ""phenazine methosulfate"", ""NaCl"", ""phosphate buffer""]",,,
10.1007.s00775-007-0267-1,mistral,mistral-small-latest,./prompts/prompt4.txt,9346,32149,1476,5428,Mb,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25 °C,"[""sperm whale Mb"", ""Sephacryl S-100 gel filtration column"", ""phenazine methosulfate"", ""NaCl"", ""phosphate buffer""]",,,
10.1007.s00775-007-0267-1,mistral,mistral-small-latest,./prompts/prompt4.txt,9346,32149,1476,5428,T67K Mb,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25 °C,"[""sperm whale Mb"", ""Sephacryl S-100 gel filtration column"", ""phenazine methosulfate"", ""NaCl"", ""phosphate buffer""]",,,
10.1007.s00775-007-0267-1,mistral,mistral-small-latest,./prompts/prompt4.txt,9346,32149,1476,5428,T67R Mb,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25 °C,"[""sperm whale Mb"", ""Sephacryl S-100 gel filtration column"", ""phenazine methosulfate"", ""NaCl"", ""phosphate buffer""]",,,
10.1007.s00775-007-0267-1,mistral,mistral-small-latest,./prompts/prompt4.txt,9346,32149,1476,5428,T67R/S92D Mb,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25 °C,"[""sperm whale Mb"", ""Sephacryl S-100 gel filtration column"", ""phenazine methosulfate"", ""NaCl"", ""phosphate buffer""]",,,
10.1007.s00775-007-0267-1,mistral,mistral-small-latest,./prompts/prompt4.txt,9346,32149,1476,5428,T67R/S92D Mb-H,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25 °C,"[""sperm whale Mb"", ""Sephacryl S-100 gel filtration column"", ""phenazine methosulfate"", ""NaCl"", ""phosphate buffer""]",,,
10.1139.m87-001,mistral,mistral-small-latest,./prompts/prompt4.txt,11378,39143,699,2326,P-450cam,peroxidase,,,,,,,,,,,,,,,,,,,0.53 mM,0.53,5.3 nmol/min/nmol P-450,,,,,,,,0.05 µM,5e-05,1 µM,0.001,0.5 nmol P-450,,300 µM,0.3,7.4,25 °C,"[""phosphate-buffered minimal medium A"", ""tryptone"", ""yeast extract"", ""camphor"", ""DEAE-cellulose"", ""ammonium sulfate"", ""DEAE-Sephadex"", ""Sephadex G-100"", ""potassium phosphate"", ""Sephadex G-10"", ""morpholinopropane sulfonate (MOPS) buffer""]",,,TMB+H2O2
10.1139.m87-001,mistral,mistral-small-latest,./prompts/prompt4.txt,11378,39143,699,2326,P-450cam,peroxidase,,,,,,,,,,,,,,,,,,,9.5 µM,0.0095,286 nmol/min/nmol P-450,,,,,,,,100 µM,0.1,500 µM,0.5,0.5 nmol P-450,,200 µM,0.2,7.4,25 °C,"[""phosphate-buffered minimal medium A"", ""tryptone"", ""yeast extract"", ""camphor"", ""DEAE-cellulose"", ""ammonium sulfate"", ""DEAE-Sephadex"", ""Sephadex G-100"", ""potassium phosphate"", ""Sephadex G-10"", ""morpholinopropane sulfonate (MOPS) buffer""]",,,H2O2+TMB
10.1039.b800166a,mistral,mistral-small-latest,./prompts/prompt4.txt,9639,28743,431,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.j.jmmm.2018.10.106,mistral,mistral-small-latest,./prompts/prompt4.txt,5769,23908,567,1948,Fe3O4,peroxidase,,,,,,,,,,,,,,,10-18 nm,14.0,10.0,18.0,,,,,,,,,,,,,,,,,2% H2O2,,,25 °C,"[""FeCl2\u00b74H2O"", ""FeCl3\u00b76H2O"", ""nonanoic acid"", ""ammonium hydroxide"", ""acetone"", ""methanol"", ""water"", ""chloroform""]",,nonanoic acid,DPD+H2O2
10.1016.j.jmmm.2018.10.106,mistral,mistral-small-latest,./prompts/prompt4.txt,5769,23908,567,1948,Fe3O4,peroxidase,,,,,,,,,,,,,,,10-18 nm,14.0,10.0,18.0,,,,,,,,,,,,,,,,,12.5 mM DPD,,,25 °C,"[""FeCl2\u00b74H2O"", ""FeCl3\u00b76H2O"", ""nonanoic acid"", ""ammonium hydroxide"", ""acetone"", ""methanol"", ""water"", ""chloroform""]",,nonanoic acid,H2O2+DPD
10.1016.j.phytochem.2006.11.024,mistral,mistral-small-latest,./prompts/prompt4.txt,10586,36701,765,2672,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~1.5 mM,1.5,5.5,~25 °C,"[""Coniferyl alcohol"", ""Horseradish peroxidase type II (HRPII)"", ""3,4,5-trimethoxybenzoic acid (TMBA)"", ""Hydrogen peroxide"", ""Sodium dihydrogen phosphate (NaH2PO4\u00b72H2O)"", ""Disodium hydrogen phosphate (Na2HPO4\u00b72H2O)"", ""Acetone"", ""Phosphate buffer"", ""Dioxane"", ""Ethanethiol"", ""Boron trifluoride etherate"", ""Tetrahydrofuran (THF)"", ""Methanol"", ""Dichloromethane"", ""Ethyl acetate""]",,,H2O2+TMB
